dataset,file,split,horizon_ratio,tilt_deg,bbox_mean_cy,interpretation
curb,image61_jpg.rf.8174be2d6b66ab32eca008908b2d8f4d.jpg,train,0.169,-11.8,0.81,고각도(내려다봄)
curb,image476_jpg.rf.e742b3f36d564e4014312b431c82ec38.jpg,train,0.312,1.1,0.427,눈높이(정면)
curb,image49_jpg.rf.fb70b4da4299296923626afb2a455c20.jpg,train,0.07,-20.7,1.0,고각도(내려다봄)
curb,image550_jpg.rf.af7a099f6b6f77dabd1b5cf790cebba0.jpg,train,0.716,37.4,0.486,눈높이(정면)
curb,image21_jpg.rf.09166f891060e8480161a7605f98e748.jpg,train,0.434,12.1,0.0,눈높이(정면)
curb,image355_jpg.rf.d32de46f4c0e08b3e54482ba18c514c4.jpg,train,0.618,28.6,0.517,고각도(내려다봄)
curb,image11_jpg.rf.3a1502918b693ca2111c2fef1469dd2a.jpg,train,0.831,47.8,0.548,고각도(내려다봄)
curb,image16_jpg.rf.562557861c873ee591ac5b8b60c0cdcf.jpg,train,0.084,-19.5,0.48,눈높이(정면)
curb,image83_jpg.rf.1db5f0e25a468c3f0df3f60aa16a9f50.jpg,train,0.284,-1.4,0.897,고각도(내려다봄)
curb,image80_jpg.rf.606a5f4b5d159a0eee88f05455b8e817.jpg,train,0.829,47.6,0.317,눈높이(정면)
curb,image692_jpg.rf.59e4e4acf7794573722a5063f53643a0.jpg,train,0.645,31.0,0.482,눈높이(정면)
curb,image176_jpg.rf.b31f345423d02506b5980fc0c776a075.jpg,train,0.109,-17.2,1.0,고각도(내려다봄)
curb,image645_jpg.rf.8e94a130c1b2a2ce1ed97ead7f63a754.jpg,train,0.86,50.4,0.357,눈높이(정면)
curb,image488_jpg.rf.5540d2f69f096cfbc5679a4fbcf62043.jpg,train,0.205,-8.6,1.0,고각도(내려다봄)
curb,image306_jpg.rf.d555862d450974d5a3821f7f8465c17a.jpg,train,0.882,52.3,0.519,고각도(내려다봄)
curb,image492_jpg.rf.cefe1f4f5f59db6115d77e730fc15edf.jpg,train,0.466,14.9,0.38,눈높이(정면)
curb,image545_jpg.rf.51c00f438a5e00318c230cca6b41b4ca.jpg,train,0.613,28.2,0.38,눈높이(정면)
curb,image292_jpg.rf.5fab723a8c66f4b527bee4464dd402ad.jpg,train,0.764,41.8,0.375,눈높이(정면)
curb,image239_jpg.rf.b7f85098b386f45329ffc5331540eb34.jpg,train,0.55,22.5,0.311,눈높이(정면)
curb,image438_jpg.rf.40ac91aadcf7bcf4b1a85958f5f6eaaf.jpg,train,0.327,2.5,0.636,고각도(내려다봄)
curb,image377_jpg.rf.a97b95b1ee12614fd9607b00c45a7bc3.jpg,train,0.506,18.6,0.619,고각도(내려다봄)
curb,image490_jpg.rf.d933d36d8af4257655c605843e80d32e.jpg,train,0.594,26.4,0.359,눈높이(정면)
curb,image110_jpg.rf.34b511964a80ea22bbad715d6c4af26a.jpg,train,0.891,53.2,0.704,고각도(내려다봄)
curb,image350_jpg.rf.79a688bf512637f7efa110078c9cf178.jpg,train,0.512,19.1,0.584,고각도(내려다봄)
curb,image312_jpg.rf.843b2a6566dcdf14e375bace1d20354d.jpg,train,0.529,20.6,0.555,고각도(내려다봄)
curb,image23_jpg.rf.3e648fea08b743d986d9c20ebb256781.jpg,train,0.5,18.0,0.592,고각도(내려다봄)
curb,image231_jpg.rf.7ad34dded567b8d019a044a6ef0bdf8d.jpg,train,0.047,-22.8,0.387,눈높이(정면)
curb,image109_jpg.rf.4f3ea20fdd492315bcf8e9f3e6081a23.jpg,train,0.204,-8.6,0.444,눈높이(정면)
curb,image253_jpg.rf.3b15d08915df703aab3ae42cc9b3c90a.jpg,train,0.093,-18.6,0.504,고각도(내려다봄)
curb,image38_jpg.rf.ec325dbfb1b341bf80bcc895bb68153e.jpg,train,0.573,24.6,0.52,고각도(내려다봄)
curb,image704_jpg.rf.6d4702bbabb1515cf9b31d7f058bc6c9.jpg,train,0.752,40.7,0.441,눈높이(정면)
curb,image89_jpg.rf.d3576bb043a295a45a92f0487d46b848.jpg,train,0.502,18.2,0.657,고각도(내려다봄)
curb,image435_jpg.rf.1318880837cd0cc4fd5db7698f684c6b.jpg,train,0.466,14.9,0.554,고각도(내려다봄)
curb,image437_jpg.rf.1dc36bb7a195d0c4f3b4bb2d8963147e.jpg,train,0.346,4.1,0.612,고각도(내려다봄)
curb,image55_jpg.rf.3cf9a70e15446a21158b577cca335d93.jpg,train,0.56,23.4,0.514,고각도(내려다봄)
curb,image484_jpg.rf.b9815adf6d37c016e326fa84b6c07385.jpg,train,0.466,15.0,0.576,고각도(내려다봄)
curb,image188_jpg.rf.846338f4d77a0425cfe1d72b3fa9b8f2.jpg,train,0.364,5.8,0.617,고각도(내려다봄)
curb,image128_jpg.rf.27a030cd96a912827842c863244e0fa1.jpg,train,0.188,-10.1,0.479,눈높이(정면)
curb,image563_jpg.rf.de74af02a5090d5cef906035f5389680.jpg,train,0.139,-14.5,0.359,눈높이(정면)
curb,image55_jpg.rf.cfc107bd55f3e849f551e20d6a07e961.jpg,train,0.125,-15.7,0.048,눈높이(정면)
curb,image604_jpg.rf.1c6761d53d0a3cf4922b6a2018550b71.jpg,train,0.227,-6.5,0.119,눈높이(정면)
curb,b090e7b94f80676aca58e5a9962c786_jpg.rf.5c4e962f16b314f6b547b219d3dbb13b.jpg,train,0.279,-1.9,0.629,고각도(내려다봄)
curb,image450_jpg.rf.cedcc50c9b4e4ce675b8fe67ca47891a.jpg,train,0.461,14.5,0.718,고각도(내려다봄)
curb,image119_jpg.rf.cda7aab8135d033c0b4ec10f37e253f2.jpg,train,0.682,34.4,0.492,눈높이(정면)
curb,image235_jpg.rf.dd016bdeb269783e976b7c17a332a822.jpg,train,0.409,9.8,0.652,고각도(내려다봄)
curb,image41_jpg.rf.01483fa46590e9079f63a52e1dce9c46.jpg,train,0.26,-3.6,0.43,눈높이(정면)
curb,image51_jpg.rf.733e8c8742de57df909248223afde364.jpg,train,0.372,6.5,0.558,고각도(내려다봄)
curb,image18_jpg.rf.3476612b978ce9aec29689eca13b476d.jpg,train,0.158,-12.8,0.433,눈높이(정면)
curb,image21_jpg.rf.c58987b8f301205fc54b1634b207e102.jpg,train,0.856,50.1,1.0,고각도(내려다봄)
curb,image292_jpg.rf.42e5b590160931aaf69079eeb172b456.jpg,train,0.797,44.8,0.364,눈높이(정면)
curb,image3_jpg.rf.c9ffb1259a5c88b71039bb9a67414675.jpg,train,0.492,17.3,0.443,눈높이(정면)
curb,image138_jpg.rf.60eb350acf72ba0cf9c755aaa6ad7b37.jpg,train,0.661,32.5,0.354,눈높이(정면)
curb,image55_jpg.rf.0c43ee4b9b5ed1e4cc99588163bb5e04.jpg,train,0.723,38.0,0.513,고각도(내려다봄)
curb,image621_jpg.rf.aed778df1b94126c053b2380e3d15c27.jpg,train,0.514,19.3,0.0,눈높이(정면)
curb,image100_jpg.rf.67590a444868c3350f80da764ecd493e.jpg,train,0.922,56.0,1.0,고각도(내려다봄)
curb,image505_jpg.rf.c4f37c0d2d9d7e6170b963b99e6e64aa.jpg,train,0.615,28.3,0.57,고각도(내려다봄)
curb,image17_jpg.rf.8cd4fb8e368b9ebe9911d0d19602f368.jpg,train,0.327,2.4,0.527,고각도(내려다봄)
curb,image358_jpg.rf.752303410fe8a20c027eb0e884c3956c.jpg,train,0.451,13.6,0.385,눈높이(정면)
curb,image511_jpg.rf.7ea9d723138a0274f8971812210ae251.jpg,train,0.598,26.8,0.317,눈높이(정면)
curb,image18_jpg.rf.bc07765be2a305fc90d1c18e68222120.jpg,train,0.509,18.8,0.378,눈높이(정면)
curb,image41_jpg.rf.854ac8555d4d8d13fe0f410c1d68d7c2.jpg,train,0.587,25.8,0.674,고각도(내려다봄)
curb,image545_jpg.rf.01d7cf587f9ffe2df60495a5a00f83de.jpg,train,0.455,14.0,0.41,눈높이(정면)
curb,image470_jpg.rf.1210b02f3afbee09cb14b6c5074ed393.jpg,train,0.1,-18.0,0.385,눈높이(정면)
curb,image340_jpg.rf.1a5b56b0c42b9f6b6d6b49f26d177731.jpg,train,0.344,4.0,0.357,눈높이(정면)
curb,image317_jpg.rf.5af8ff88c5573b43f553a47b3e601df5.jpg,train,0.147,-13.8,0.511,고각도(내려다봄)
curb,image377_jpg.rf.3fc543031abdcb36259dea2075e9bd75.jpg,train,0.363,5.7,0.512,고각도(내려다봄)
curb,0a61af84f3e21b47e66cb47810ba8bcc_jpg.rf.42e29413abe205a47008b030ade50d0f.jpg,train,0.727,38.4,1.0,고각도(내려다봄)
curb,image266_jpg.rf.3f3fbd44e55eb02328422dd2fb318f6d.jpg,train,0.144,-14.1,0.537,고각도(내려다봄)
curb,image151_jpg.rf.7e30d3d3ed4007c99316343a16afb912.jpg,train,0.819,46.7,0.268,눈높이(정면)
curb,image481_jpg.rf.796711993a8f5bb4153e6dddfaa767d1.jpg,train,0.519,19.7,0.577,고각도(내려다봄)
curb,image51_jpg.rf.f04adfacfad9fdad4b849a94333074f6.jpg,train,0.343,3.9,0.559,고각도(내려다봄)
curb,image54_jpg.rf.7748c082954ce4aa4b0a8cafc27e179b.jpg,train,0.639,30.5,0.378,눈높이(정면)
curb,image244_jpg.rf.1caaf9ff708b55c44176fafd6f69e941.jpg,train,0.879,52.1,0.518,고각도(내려다봄)
curb,image559_jpg.rf.a9939a97f629a312a43824e03ae05297.jpg,train,0.679,34.1,0.509,고각도(내려다봄)
curb,image44_jpg.rf.4b1ea63580c940b201976b31aa2aa912.jpg,train,0.364,5.8,0.416,눈높이(정면)
curb,curb21_jpeg_jpg.rf.359ab577ad7a4dd9b4de9fcb1f86cd44.jpg,train,0.102,-17.9,0.55,고각도(내려다봄)
curb,image700_jpg.rf.1c25ce4b24031aebc34122906fc3a518.jpg,train,0.26,-3.6,0.537,고각도(내려다봄)
curb,image104_jpg.rf.48b798cb90bf61df8e32a43194b61763.jpg,train,0.693,35.4,0.402,눈높이(정면)
curb,image628_jpg.rf.9bccc35fda33a2284dd94de560675d6e.jpg,train,0.744,39.9,0.419,눈높이(정면)
curb,image690_jpg.rf.5b37142ddf117ae979b0aaeadf33f5c2.jpg,train,0.708,36.7,0.425,눈높이(정면)
curb,image370_jpg.rf.1ad4b994f3cb08f1b67ce9dc2531442c.jpg,train,0.731,38.8,0.396,눈높이(정면)
curb,image49_jpg.rf.1d245c6fb33b08db607d53c788dfb172.jpg,train,0.045,-23.0,1.0,고각도(내려다봄)
curb,image68_jpg.rf.4af8ee910d374831c74a237ff231732d.jpg,train,0.464,14.8,0.436,눈높이(정면)
curb,image608_jpg.rf.440d6dfda35489e2304b83988a3612f1.jpg,train,0.67,33.3,0.487,눈높이(정면)
curb,0afffc3f39fa653a0725a1af919d5bd7_jpg.rf.6cf34fb5da490dc6d46d62f03680d476.jpg,train,0.72,37.8,0.88,고각도(내려다봄)
curb,image624_jpg.rf.6a6f0b3f9eadcbf680c0c865c03de511.jpg,train,0.917,55.5,0.002,눈높이(정면)
curb,image272_jpg.rf.4aafe6e00272fddfea84ea2c9a3fcbe9.jpg,train,0.094,-18.5,0.356,눈높이(정면)
curb,image440_jpg.rf.b879737a84dbdf9c7bf8940d0fbb63b8.jpg,train,0.39,8.1,0.381,눈높이(정면)
curb,image555_jpg.rf.5e78c19ac50c77bd91f92caad7dec54e.jpg,train,0.441,12.7,0.383,눈높이(정면)
curb,1cd44b5b5a1d37590c4a5c96a6224f27_jpg.rf.9d42a7d341a71576b3dde9a8ccd66291.jpg,train,0.255,-4.1,0.941,고각도(내려다봄)
curb,image682_jpg.rf.b217c5822bc59fdb6b2933948b75cc0d.jpg,train,0.43,11.7,0.591,고각도(내려다봄)
curb,image86_jpg.rf.af1e252a74e629bac4274e29664e80e7.jpg,train,0.524,20.1,0.413,눈높이(정면)
curb,image311_jpg.rf.f35a90a12e8d4d814bf0346c2d64899e.jpg,train,0.127,-15.6,0.444,눈높이(정면)
curb,image447_jpg.rf.5449069fc40b049467c425142d4cfafb.jpg,train,0.58,25.2,0.58,고각도(내려다봄)
curb,image194_jpg.rf.fd9380bef2eb7e7fb42b890bcf04c2af.jpg,train,0.54,21.6,0.687,고각도(내려다봄)
curb,image330_jpg.rf.c6e840386b92d3ea754e83a97dd8e6ac.jpg,train,0.641,30.7,0.524,고각도(내려다봄)
curb,image629_jpg.rf.28d42b994b23bc55f8483c0879b3dff3.jpg,train,0.824,47.1,0.443,눈높이(정면)
curb,image288_jpg.rf.ee8c559c218b149033888d7c545f06c5.jpg,train,0.334,3.1,0.51,고각도(내려다봄)
curb,image9_jpg.rf.d052c1a844c896b1e1bc33e10aa488df.jpg,train,0.34,3.6,0.434,눈높이(정면)
curb,image11_jpg.rf.9e7d2bbc5c8d0d83ca9f51f4bd332458.jpg,train,0.782,43.4,0.473,눈높이(정면)
curb,image71_jpg.rf.1670e3103360ce3c9fafc58b34b8943e.jpg,train,0.627,29.4,0.511,고각도(내려다봄)
curb,image30_jpg.rf.087deca7a4b72305ce627e1999697d5d.jpg,train,0.368,6.1,0.301,눈높이(정면)
curb,0ed84568e189ba242ac25b5bdc1cbcff_jpg.rf.b17893eb907c090f2c737c91c974aff3.jpg,train,0.663,32.7,0.931,고각도(내려다봄)
curb,image666_jpg.rf.017e4b72a92f9a46bbc9dad5df5b8068.jpg,train,0.115,-16.7,0.986,고각도(내려다봄)
curb,1cd525b4e3f2f15db2e6e5249dc362a0_jpg.rf.cb4d30ad29e1d0a4063ee8ed91e7316e.jpg,train,0.656,32.1,0.91,고각도(내려다봄)
curb,image343_jpg.rf.732f18511bab1e6205848b7238a44396.jpg,train,0.576,24.8,0.334,눈높이(정면)
curb,image17_jpg.rf.45d93a012457c852f2edc2bb3d0c4f67.jpg,train,0.76,41.4,0.05,눈높이(정면)
curb,image22_jpg.rf.99b5a9b81ce2b4ec6dcff2da7a994d18.jpg,train,0.727,38.4,0.992,고각도(내려다봄)
curb,image59_jpg.rf.0f954c99e294bd64778a2e817e71ef82.jpg,train,0.671,33.4,0.427,눈높이(정면)
curb,image673_jpg.rf.649ce00878b02c50938fb3ca278c7dbd.jpg,train,0.559,23.3,0.489,눈높이(정면)
curb,image31_jpg.rf.47331c76115446650c08265e78752175.jpg,train,0.766,42.0,0.548,고각도(내려다봄)
curb,image104_jpg.rf.ed447b5dc0f9233bef78c4856d525198.jpg,train,0.716,37.5,0.412,눈높이(정면)
curb,image558_jpg.rf.f121d8c7d706cff9a52365885eaedea0.jpg,train,0.132,-15.1,0.514,고각도(내려다봄)
curb,image188_jpg.rf.3d1d706d2a8fae02381d25dd913f9462.jpg,train,0.465,14.8,0.607,고각도(내려다봄)
curb,image313_jpg.rf.3b6b6d1f5c5a53a1bae2caf69063d75e.jpg,train,0.215,-7.7,0.553,고각도(내려다봄)
curb,image572_jpg.rf.7911f74170d739cebc100951df7805fa.jpg,train,0.45,13.5,0.0,눈높이(정면)
curb,image172_jpg.rf.66e37adc78baaead1e7ef6dd1b4e6fc5.jpg,train,0.731,38.8,0.699,고각도(내려다봄)
curb,image505_jpg.rf.fd079b8d59e5f21f19932f277e8d3f2b.jpg,train,0.698,35.8,0.568,고각도(내려다봄)
curb,image441_jpg.rf.22ef0e597895fc1b7b5fba401ea34309.jpg,train,0.183,-10.5,1.0,고각도(내려다봄)
curb,image197_jpg.rf.e1e470421150893b08c52836af234c7a.jpg,train,0.512,19.1,0.836,고각도(내려다봄)
curb,image382_jpg.rf.0b5dc5cbd7a5bcbe8125d0bb5a4e589a.jpg,train,0.738,39.4,0.47,눈높이(정면)
curb,1cd15ea801827bf119d1b48bd784a7cd_jpg.rf.49e277a89929cf121f7db016f2a73dfa.jpg,train,0.464,14.7,0.757,고각도(내려다봄)
curb,image111_jpg.rf.64eef940a27d8f84854b0af34252f638.jpg,train,0.33,2.7,0.549,고각도(내려다봄)
curb,image625_jpg.rf.02ac9134c3eab9303f6f92fed601cffb.jpg,train,0.522,20.0,0.608,고각도(내려다봄)
curb,image332_jpg.rf.38534e15dd4501896588199b86279271.jpg,train,0.831,47.8,0.416,눈높이(정면)
curb,image691_jpg.rf.57100faebef0a9db1753de225228ac3e.jpg,train,0.836,48.2,0.555,고각도(내려다봄)
curb,05a4bd84894f121e5a39143092c4087_jpg.rf.5802f2572f668b17f9f16de24581f0a9.jpg,train,0.351,4.6,0.388,눈높이(정면)
curb,image15_jpg.rf.201d3fabb1adc79cfda1d48ba4717044.jpg,train,0.28,-1.8,0.0,눈높이(정면)
curb,image695_jpg.rf.42bb7ce755c7516a81f777a903d16eb9.jpg,train,0.616,28.5,0.613,고각도(내려다봄)
curb,image698_jpg.rf.a89f73da610c48ecfc3acdc9320f87c7.jpg,train,0.777,42.9,0.385,눈높이(정면)
curb,image662_jpg.rf.bf6d9c0c58535b8b4d2c221cefa9aa51.jpg,train,0.661,32.5,0.512,고각도(내려다봄)
curb,image353_jpg.rf.ca1cd8f6b5d96adbd0739531101803eb.jpg,train,0.221,-7.1,0.493,눈높이(정면)
curb,image133_jpg.rf.78f94ef0ce6bda2147e0dc567514eb13.jpg,train,0.357,5.1,0.397,눈높이(정면)
curb,d0ea559176e7af941d25859f5340282_jpg.rf.3d88513544a328e50c16ca4bb99b6650.jpg,train,0.372,6.5,0.666,고각도(내려다봄)
curb,image672_jpg.rf.98523953367590e45a7ff087ab7f806f.jpg,train,0.18,-10.8,0.372,눈높이(정면)
curb,image681_jpg.rf.470fb1d56bc5e9a6e4b563be5694aa35.jpg,train,0.893,53.4,0.512,고각도(내려다봄)
curb,image353_jpg.rf.8121d539398084259dc2a326c4c63431.jpg,train,0.461,14.5,0.494,눈높이(정면)
curb,image390_jpg.rf.16dc29005d2f327223969967bd5fdd31.jpg,train,0.346,4.2,0.228,눈높이(정면)
curb,image172_jpg.rf.8a423cc5d1fca5296c5182ecca8ee7fa.jpg,train,0.761,41.5,0.702,고각도(내려다봄)
curb,image85_jpg.rf.844386b4040853792047b89a22dba47a.jpg,train,0.197,-9.3,0.428,눈높이(정면)
curb,image559_jpg.rf.476511c293414b759aaee0134fb9d622.jpg,train,0.661,32.5,0.536,고각도(내려다봄)
curb,image3_jpg.rf.986f81980e8e94bd9539f701007e0252.jpg,train,0.374,6.6,0.389,눈높이(정면)
curb,image387_jpg.rf.1821ef11599f53b8975b2709e0272af6.jpg,train,0.301,0.1,0.937,고각도(내려다봄)
curb,image691_jpg.rf.09f07ea9392a690ccf749d5472953ac0.jpg,train,0.441,12.7,0.555,고각도(내려다봄)
curb,image617_jpg.rf.35efd14d712c9f27463376976c9507de.jpg,train,0.442,12.8,0.505,고각도(내려다봄)
curb,image82_jpg.rf.ac2a55a86b6ab8c6068c45b0d2a67429.jpg,train,0.777,43.0,1.0,고각도(내려다봄)
curb,curb16_jpeg_jpg.rf.b14caedb3cdccca81b10be1b9010e077.jpg,train,0.921,55.9,0.418,눈높이(정면)
curb,image80_jpg.rf.85893472fafa83b6285e1f228725cfdc.jpg,train,0.759,41.3,0.683,고각도(내려다봄)
curb,image476_jpg.rf.e1a64fca119c899a11a74e5b74d173eb.jpg,train,0.528,20.5,0.427,눈높이(정면)
curb,image389_jpg.rf.b0b55bbdc9a07453bc13d5ea6f5557db.jpg,train,0.424,11.2,0.56,고각도(내려다봄)
curb,image50_jpg.rf.53d9b03ce252a367313d1fba0878756b.jpg,train,0.207,-8.4,0.324,눈높이(정면)
curb,image315_jpg.rf.523ab9bb240b28d8a349b508ac51be46.jpg,train,0.125,-15.7,0.497,눈높이(정면)
curb,image678_jpg.rf.a4fc0edc2f8069db5533ed164117ec5d.jpg,train,0.205,-8.6,0.017,눈높이(정면)
curb,63f1b93fa1ee0a7767105f4f4caea5b_jpg.rf.d0a2cdceb4f18a0d4b1f71b651a59d26.jpg,train,0.255,-4.0,0.465,눈높이(정면)
curb,image431_jpg.rf.ff06358cd89317a0e3a31538bd79e700.jpg,train,0.111,-17.0,0.311,눈높이(정면)
curb,image635_jpg.rf.89b9faeae69878134fc93c2ba5cbd501.jpg,train,0.786,43.7,0.0,눈높이(정면)
curb,image407_jpg.rf.e3968dc062b2cf7e9ccf1c62d5ed8e83.jpg,train,0.726,38.4,0.514,고각도(내려다봄)
curb,image560_jpg.rf.9fe590b7d9d538a73bbdd0e3af70935b.jpg,train,0.246,-4.9,0.261,눈높이(정면)
curb,image57_jpg.rf.0a6df9267f373c99a59a97ff5358975a.jpg,train,0.81,45.9,0.524,고각도(내려다봄)
curb,image9_jpg.rf.ad52f014bfc17a97b48e26c45c3ede75.jpg,train,0.38,7.2,0.446,눈높이(정면)
curb,image28_jpg.rf.0e9aa08c2fde5d40f1dd9b1028d4874b.jpg,train,0.566,23.9,0.155,눈높이(정면)
curb,image97_jpg.rf.9982949e9ecae9be496611f74930d3d2.jpg,train,0.756,41.1,0.505,고각도(내려다봄)
curb,image304_jpg.rf.fbbc0ccc2883477f93064e5dcd7f1e5b.jpg,train,0.639,30.5,0.513,고각도(내려다봄)
curb,image177_jpg.rf.f7218da7ea853ee3ac23417c72649a0f.jpg,train,0.114,-16.8,0.519,고각도(내려다봄)
curb,image191_jpg.rf.74b80c4f6ef14f4ce6a5effc73babc3b.jpg,train,0.563,23.7,0.441,눈높이(정면)
curb,image469_jpg.rf.3442efd576a4829ea83929930946de9d.jpg,train,0.251,-4.4,0.34,눈높이(정면)
curb,image45_jpg.rf.f40edf0cf06ae8c8e09fef89f669d701.jpg,train,0.909,54.8,0.439,눈높이(정면)
curb,image563_jpg.rf.e72c2a8f9a7f3c430d78b7a809b284b0.jpg,train,0.176,-11.2,0.354,눈높이(정면)
curb,image429_jpg.rf.67d945913cdb5257d3a0b16be7312359.jpg,train,0.198,-9.2,0.476,눈높이(정면)
curb,0ab0684d696713181157a7a63c15fd80_jpg.rf.707d54fe8cf070d6d04e6b6842c3a1de.jpg,train,,,0.972,고각도(내려다봄)
curb,image600_jpg.rf.f66b080b5af8cb6c5d4773a89a2a2a22.jpg,train,0.701,36.1,0.585,고각도(내려다봄)
curb,image27_jpg.rf.33344fb6c6b328f2ee6d64fe8c33ef71.jpg,train,0.146,-13.9,0.421,눈높이(정면)
curb,image259_jpg.rf.a41d103918d22e867e925fddadcd76eb.jpg,train,0.5,18.0,0.426,눈높이(정면)
curb,image169_jpg.rf.91cb2a98eea09e6244d37177051ac785.jpg,train,0.915,55.4,0.473,눈높이(정면)
curb,image407_jpg.rf.3465172150a4667901b21e1c8d4ebd7c.jpg,train,0.656,32.0,0.515,고각도(내려다봄)
curb,image670_jpg.rf.2151a559e85d758bef84f925837b7045.jpg,train,0.517,19.5,0.476,눈높이(정면)
curb,image39_jpg.rf.a74ed2195be8c6fa526718e96c1f2a4e.jpg,train,0.257,-3.9,0.16,눈높이(정면)
curb,image639_jpg.rf.afc37577deeaffbf12fa5df70936eeb4.jpg,train,0.729,38.6,0.592,고각도(내려다봄)
curb,image503_jpg.rf.dd096bc8df5257bc32cfeeb67efe2563.jpg,train,0.702,36.2,0.471,눈높이(정면)
curb,image450_jpg.rf.d72394bf1660a5ab7b864c5868ab08d4.jpg,train,0.538,21.4,0.888,고각도(내려다봄)
curb,image235_jpg.rf.fc54207d85b4b273a88f4833a29113b6.jpg,train,0.267,-3.0,0.652,고각도(내려다봄)
curb,image1_jpg.rf.b0826eaa3a270c6d5c1896c1a0e18551.jpg,train,0.436,12.2,0.1,눈높이(정면)
curb,image106_jpg.rf.66682246341506404013a432c983deca.jpg,train,0.203,-8.7,0.422,눈높이(정면)
curb,image40_jpg.rf.cd83aa4ee0b3c7889ed70c7ff26462e9.jpg,train,0.197,-9.3,0.484,눈높이(정면)
curb,image608_jpg.rf.a3f6f55b6c1839726b5c17a8935ce5e2.jpg,train,0.325,2.3,0.486,눈높이(정면)
curb,image572_jpg.rf.61030f0f6aa156f57913d7ae26525f7b.jpg,train,0.472,15.5,0.92,고각도(내려다봄)
curb,image685_jpg.rf.ceb4a3d562f7ade8e187e4e37a700e53.jpg,train,0.26,-3.6,0.461,눈높이(정면)
curb,image72_jpg.rf.74c19e6e738f94d79a5cebde6a30f97c.jpg,train,0.314,1.3,0.134,눈높이(정면)
curb,image40_jpg.rf.ba7d5c10b1ca6dc9cb01031edf4b45b4.jpg,train,0.509,18.8,0.619,고각도(내려다봄)
curb,image41_jpg.rf.c581dc9e9da6f020994e921f8166c15f.jpg,train,0.26,-3.6,0.411,눈높이(정면)
curb,image704_jpg.rf.6b4157ad76c14d441536574311dadceb.jpg,train,0.661,32.5,0.443,눈높이(정면)
curb,image99_jpg.rf.df141c8be38e8cae2477b81fd31e813d.jpg,train,0.159,-12.7,0.577,고각도(내려다봄)
curb,8c350f72ccb48f46e7e8267dd9a3821_jpg.rf.3b3fc627598ac9c1c6850d5801d8c257.jpg,train,0.51,18.9,0.57,고각도(내려다봄)
curb,image290_jpg.rf.ad07fb8e042d8b4252bab0b9b347b9af.jpg,train,0.109,-17.2,0.621,고각도(내려다봄)
curb,0a219bf35d41d874ffd4d9c3fe9da75a_jpg.rf.31dcfd53add6ade575b31109936cf564.jpg,train,0.393,8.4,0.941,고각도(내려다봄)
curb,image673_jpg.rf.2681c186d66a767cab908e8bb17b3cd0.jpg,train,0.616,28.5,0.49,눈높이(정면)
curb,image480_jpg.rf.1fd674cd01648e601d0c397feb3a958f.jpg,train,0.734,39.1,0.445,눈높이(정면)
curb,image109_jpg.rf.7e48da7272222e388dcc7c590c3fd6e3.jpg,train,0.15,-13.5,0.471,눈높이(정면)
curb,image147_jpg.rf.29dfb815c5dbc6795af705d3184ff2c2.jpg,train,0.65,31.5,0.267,눈높이(정면)
curb,image39_jpg.rf.a76feec8cb2ccc10cf1d8a27adaefbf7.jpg,train,0.806,45.5,0.531,고각도(내려다봄)
curb,image510_jpg.rf.cbd2b797ad626c453f03bf5a6484f131.jpg,train,0.651,31.6,0.602,고각도(내려다봄)
curb,1c630942cedd52370059160bffca1716_jpg.rf.bd26b1889e47651dd7564b979197da39.jpg,train,0.581,25.3,0.915,고각도(내려다봄)
curb,image309_jpg.rf.ef1d78af649e85dc49002d5355134f0a.jpg,train,0.761,41.5,0.458,눈높이(정면)
curb,image76_jpg.rf.7390fffd2cf4b0772c337a91387157db.jpg,train,0.526,20.3,0.467,눈높이(정면)
curb,image13_jpg.rf.55de061257fb5dc4eb1cd162cf2a8e98.jpg,train,0.148,-13.6,0.525,고각도(내려다봄)
curb,0ebefe3f61b4bf4a1bdb4a6804519d34_jpg.rf.39b125a82a9a77a089f2ff31ce1e3669.jpg,train,0.726,38.3,0.962,고각도(내려다봄)
curb,image351_jpg.rf.7b319747938611daf05078a24fc1dcb6.jpg,train,0.453,13.8,0.589,고각도(내려다봄)
curb,image617_jpg.rf.2d4b786cce3fa91ca19c328f0bc70ccd.jpg,train,0.36,5.4,0.506,고각도(내려다봄)
curb,image179_jpg.rf.93c3c65bfe14ed8a97c1602c5c0a36b6.jpg,train,0.509,18.8,0.445,눈높이(정면)
curb,curb17_jpeg_jpg.rf.d6f1026adf55f795b21ad7130c7ae25b.jpg,train,0.92,55.8,0.545,고각도(내려다봄)
curb,image49_jpg.rf.6a1a647e97e2f6ceb1532aecd781a5a2.jpg,valid,0.05,-22.5,0.212,눈높이(정면)
curb,image670_jpg.rf.921b4c25f354213f35243714ecf7ce51.jpg,valid,0.538,21.4,0.478,눈높이(정면)
curb,image416_jpg.rf.20f02d824dbd2d09e10f68e251fff1e2.jpg,valid,0.372,6.5,0.493,눈높이(정면)
curb,image605_jpg.rf.be3d6a4807d04f49ff00ab8e65056134.jpg,valid,0.324,2.2,0.501,고각도(내려다봄)
curb,image622_jpg.rf.4f06cd95c85938e27dfc528fd82c180d.jpg,valid,0.68,34.2,0.552,고각도(내려다봄)
